id,question,answer,_prefix,_skip_guess
THCB066,"A voltage source of U = 9V. Two lamps are connected in parallel, and each lamp has a resistance R = 9Ω. Calculate the current through each lamp and the total current.",I_D₁ = 1.0; I_D₂ = 1.0; I_total = 2.0,THCB,False
THCB067,"In a parallel circuit with two lamps, the current through D₁ is 0.4 A, and the total current is 1.0 A. Calculate the current through D₂.",I_D₂ = 0.6,THCB,False
THCB068,An 8Ω lamp is connected in parallel with a 16Ω lamp. A voltage of 8V is applied across them. Calculate the total current in the circuit.,I_total = 1.5,THCB,False
THCB069,"If both lamps glow brightly and are identical, with a supply voltage U = 6V, calculate the current through each lamp, given R = 6Ω.",I_D = 1.0,THCB,False
THCB070,"Two lamps are connected in parallel, with a total current of 1.2 A. If lamp D₁ is removed, what will be the total current (given that lamp D₂ draws 0.5 A)?",I_total_new = 0.5,THCB,False
THCB071,"In an electrical circuit, if the resistance of branch D₂ decreases, how will the current through D₂ change?",Resistance decreases → current increases.,THCB,False
THCB072,"Resistor D1 has a resistance of 10Ω, and Resistor D2 has a resistance of 5Ω. They are connected in parallel to a 10V power source. Calculate the total current flowing through the circuit.",I_total = 3.0,THCB,False
THCB073,"If the total current increases when the resistance of the variable resistor is decreased, what happens to the light bulbs?",The lamp shines brighter because the current through it increases.,THCB,False
THCB074,What is the total resistance of two 10Ω and 30Ω branches connected in parallel?,Rtd = 7.5,THCB,False
THCB075,A 24V source supplies 2 A of current to a circuit with two parallel lamps. Calculate the total power consumption of the circuit.,P = 48.0,THCB,False
THCB076,Two light bulbs with resistances R₁ = 20Ω and R₂ = 10Ω are connected in parallel. A voltage of U = 10V is applied across the combination. Calculate the current flowing through each bulb.,I₁ = 0.5; I₂ = 1.0,THCB,False
THCB077,"The power consumption of lamps D₁ and D₂ is 10W and 20W, respectively. Calculate the total power of the circuit.",P_total = 30,THCB,False
THCB078,"A parallel circuit has R₁ = 30Ω, R₂ = 60Ω. U = 12V. Calculate the equivalent resistance.",Rtd = 20.0,THCB,False
THCB079,"The current through lamp D₁ is 1.2 A, and the current through lamp D₂ is 0.8 A. Calculate the total current.",I_total = 2.0,THCB,False
THCB080,A 15V source is connected to two parallel branches/resistors: R₁ = 15Ω and R₂ = 30Ω. Calculate the total current.,I_total = 1.5,THCB,False
THCB081,"If the current through one lamp in a parallel circuit increases, how will the total current change?",Total current increases.,THCB,False
THCB082,Two identical lamps are connected in parallel and consume a total of 18W. Calculate the power of each lamp.,P = 9.0,THCB,False
THCB083,"If two bulbs are connected in parallel, both at the same voltage, how bright will the bulb with lower resistance be?",Brighter because the current is higher.,THCB,False
THCB084,A light bulb consumes 12W of power under a voltage of 6V. Calculate the current through the bulb.,I = 2.0,THCB,False
THCB085,"If the current through A₁ is 1.8 A and A₂ is 1.2 A, calculate the current in the third branch.",I₃ = 0.6,THCB,False
THCB086,A student measures the length of a wooden rod as 25.0 ± 0.2 cm. Calculate the percentage relative error.,0.8,THCB,False
THCB087,The true value of the object is 50.0 cm. The student measured 49.4 cm. Calculate the absolute error and the relative error.,0.6; 1.2,THCB,False
THCB088,"An object was measured three times, yielding the results: 10.1 cm, 10.3 cm, and 10.2 cm. Calculate the mean value and the mean absolute error.",10.2; 0.067,THCB,False
THCB089,The measured length is 12.0 ± 0.1 cm. Calculate the percentage relative error.,0.83,THCB,False
THCB090,"A student measured a height of 1.65 m, whereas the actual value is 1.70 m. Calculate the absolute error and the relative error.",0.05; 2.94,THCB,False
THCB091,The measured value is 8.00 ± 0.05 cm. Calculate the percentage relative error.,0.63,THCB,False
THCB092,The instrument has a least count of 0.1 cm. The measured value is 5.0 cm. Calculate the percentage relative error.,1.0,THCB,False
THCB093,"The true value is 30.0 cm, the measured result is 29.7 cm. Calculate the absolute error and the relative error.",0.3; 1.0,THCB,False
THCB094,Three mass measurements were taken: 100.2 g; 100.0 g; 100.4 g. Calculate the average mass and the average absolute error.,100.2; 0.133,THCB,False
THCB095,The measured voltage is 6.0 ± 0.2 V. Calculate the percentage relative error.,3.33,THCB,False
THCB096,The length of an object is measured as 45.0 ± 0.5 cm. Calculate the percentage relative error.,1.11,THCB,False
THCB097,"The measured value is 20.3 cm, while the true value is 20.0 cm. Calculate the absolute error and the relative error.",0.3; 1.5,THCB,False
THCB098,Three length measurements: 14.0 cm; 14.1 cm; 13.9 cm. Calculate the mean value and the average absolute error.,14.0; 0.067,THCB,False
THCB099,A student measured the temperature as 36.5 ± 0.2 °C. Calculate the percentage relative error.,0.55,THCB,False
THCB100,"The actual weight is 75.0 kg, and a student measured 74.2 kg. Calculate the absolute error and the percentage relative error.",0.8; 1.07,THCB,False
THCB101,The length is measured as 60.0 ± 0.3 cm. Calculate the percentage relative uncertainty (or percentage relative error).,0.5,THCB,False
THCB102,A pressure gauge has a least count of 0.2 atm. It measures a pressure of 2.0 atm. Calculate the percentage relative error.,10.0,THCB,False
THCB103,"The measured value is 100.0 cm, and the absolute error is 0.5 cm. Calculate the percentage relative error.",0.5,THCB,False
THCB104,Mass was measured three times: 50.0 g; 49.8 g; 50.2 g. Calculate the average mass and the average absolute error.,50.0; 0.133,THCB,False
THCB105,The measured voltage is 4.0 ± 0.1 V. Calculate the percentage relative uncertainty.,2.5,THCB,False
THCB106,A student measures the volume of water as 500 ± 5 ml. Calculate the percentage relative error.,1.0,THCB,False
THCB107,"The true value of the temperature is 100°C, and the student measured 98.5°C. Calculate the absolute error and the relative error.",1.5; 1.5,THCB,False
THCB108,"Three height measurements were taken: 120.0 cm, 119.8 cm, 120.2 cm. Calculate the mean value and the mean absolute error.",120.0; 0.133,THCB,False
THCB109,Mass measurement result: 200.0 ± 1.0 g. Calculate the percentage relative uncertainty.,0.5,THCB,False
THCB110,An object has an **actual length** of 150.0 cm. A student measured it as 149.2 cm. Calculate the **absolute error** and **relative error.,0.8; 0.53,THCB,False
THCB111,The measured value is 30.0 ± 0.2 cm. Calculate the percentage relative error.,0.67,THCB,False
THCB112,An instrument has a least count of 0.5°C and measured 25°C. Calculate the percentage relative error.,2.0,THCB,False
THCB113,"The measured value is 80.0 cm, and the absolute error is 0.4 cm. Calculate the percent relative error.",0.5,THCB,False
THCB114,Three voltage readings: 9.9V; 10.1V; 10.0V. Calculate the average voltage and the average absolute error.,10.0; 0.067,THCB,False
THCB115,The force measurement result: 15.0 ± 0.3 N. Calculate the percentage relative error.,2.0,THCB,False
THCB116,A student measured the length as 100.0 ± 0.5 cm. Calculate the percentage relative error.,0.5,THCB,False
THCB117,"The measured value is 60.2 cm, and the true value is 60.0 cm. Calculate the absolute error and the relative error.",0.2; 0.33,THCB,False
THCB118,Three temperature measurements: 36.6°C; 36.8°C; 36.7°C. Calculate the mean and the mean absolute error.,36.7; 0.067,THCB,False
THCB119,The resistance measurement result is: 12.0 ± 0.2 Ω. Calculate the percentage relative uncertainty.,1.67,THCB,False
THCB120,"The actual weight is 65.0 kg, and a student measured 64.5 kg. Calculate the absolute error and the relative error.",0.5; 0.77,THCB,False
THCB121,A ruler has a least count of 0.2 cm and is used to measure a length of 8.0 cm. Calculate the percentage relative error.,2.5,THCB,False
THCB122,"The measured value is 150.0 cm, and the absolute error is 0.3 cm. Calculate the percentage relative error.",0.2,THCB,False
THCB123,"Three current measurements were taken: 1.9 A, 2.0 A, 2.1 A. Calculate the average current and the mean absolute error.",2.0; 0.067,THCB,False
THCB124,The measured voltage is 5.00 ± 0.10 V. Calculate the percentage relative error.,2.0,THCB,False
THCB125,A student measures the length of a table as 1.20 m using a ruler with a least count (or smallest division) of 0.01 m. Calculate the percentage relative error.,0.83,THCB,False
THCB126,The measured length is 70.0 ± 0.2 cm. Calculate the percentage relative uncertainty.,0.29,THCB,False
THCB127,The measured value is 39.5 cm while the true value is 40.0 cm. Calculate the absolute error and the percentage relative error.,0.5; 1.25,THCB,False
THCB128,"Three mass measurements were taken: 200.5 g, 200.3 g, and 200.2 g. Calculate the average mass and the average absolute error.",200.3; 0.133,THCB,False
THCB129,Voltage measurement result: 220.0 ± 1.0 V. Calculate the percentage relative error.,0.45,THCB,False
THCB130,"he student's true height is 165.0 cm, and the student measured it as 164.0 cm. Calculate the absolute error and the relative percentage error.",1.0; 0.61,THCB,False
THCB131,The measuring instrument has a least count of 0.1 cm. The measured value is 10.0 cm. Calculate the percentage relative error.,1.0,THCB,False
THCB132,The measured value is 75.0 cm with an absolute error of 0.3 cm. Calculate the percentage relative error.,0.4,THCB,False
THCB133,Three temperature measurements: 20.1°C; 20.0°C; 19.9°C. Calculate the average temperature and the average absolute error.,20.0; 0.067,THCB,False
THCB134,The measured current is 3.00 ± 0.05 A. Calculate the percent relative uncertainty.,1.67,THCB,False
THCB135,A student measured the time as 120.0 ± 0.5 s. Calculate the percentage relative uncertainty.,0.42,THCB,False
NL001,A capacitor with a capacitance of C = 20 μF is charged to 100 V. Calculate the energy (mJ) stored in the capacitor.,100.00,NL,False
NL002,"A capacitor has a capacitance C = 50 μF, and the voltage across its plates is 60 V. Calculate the energy (mJ) stored in the electric field.",90.00,NL,False
NL003,"An inductor has an inductance L = 0.2 H, and the current flowing through it is 3 A. Calculate the magnetic field energy (mJ) stored in the inductor.",900.00,NL,False
NL004,An inductor has an inductance L = 0.5 H and carries a current of 2 A. Calculate the magnetic field energy (mJ).,1000.00,NL,False
NL005,"A capacitor has an electric field energy of 0.9 mJ, and its capacitance is C = 20 μF. Calculate the potential difference (unit: V) between its two plates (round the result to two decimal places).",9.49,NL,False
NL006,The energy stored in a 10 μF capacitor is 0.5 mJ. Calculate the voltage (unit: V) across its plates.,10.00,NL,False
NL007,"An inductor has a magnetic field energy of 1.8 mJ and an inductance (L) of 0.3 H. Calculate the current (unit: A, round the result to two decimal places).",0.11,NL,False
NL008,"An inductor has a magnetic field energy of 0.45 mJ, and the current through it is 0.3 A. Calculate the inductance (H).",0.01,NL,False
NL009,"A capacitor has a voltage of U = 200 V, and the stored electric field energy is 2 mJ. Calculate the capacitance (μF) of the capacitor.",0.10,NL,False
NL010,"An inductor has a current of 4 A, and its magnetic field energy is 3.2 mJ. Calculate its inductance (H).",0.0004,NL,False
NL011,A capacitor has a capacitance C = 30 μF and a voltage U = 120 V. Calculate the energy (mJ) stored in the electric field.,216.00,NL,False
NL012,"A capacitor is charged to U = 80 V, and the stored electrical energy is 1.28 mJ. Calculate the capacitance (μF) of the capacitor.",0.40,NL,False
