id,question,answer,unit,smart_bucket,reason
TD171,An air parallel-plate capacitor has a plate area of 47.8 cm² and a plate separation of 1.87 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,22.63,pF,equations_candidate,scalar formula wording
TD172,A parallel-plate capacitor with a capacitance of 22.38 pF is charged to a potential difference of 112.2 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,2.51,nC,equations_candidate,scalar formula wording
TD173,A parallel-plate air capacitor has a capacitance of 22.38 pF and is charged to a voltage of 112.2 V. Calculate the energy stored in the capacitor. Give your answer rounded to the nearest integer.,141,nJ,equations_candidate,scalar formula wording
TD174,A parallel-plate air capacitor has a plate area of 25.1 cm² and a plate separation of 0.93 mm. Calculate its capacitance.Give your answer rounded to one decimal places.,23.900,pF,equations_candidate,scalar formula wording
TD175,A parallel-plate capacitor with a capacitance of 23.22 pF is charged to a voltage of 77.7 V. Calculate the charge stored by the capacitor Give your answer rounded to three decimal places.,1.804,nC,equations_candidate,scalar formula wording
TD176,An air-filled parallel-plate capacitor has a capacitance of 23.22 pF and is charged to a voltage of 77.7 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to two decimal places.,70.09,nJ,equations_candidate,scalar formula wording
TD177,An air-filled parallel plate capacitor has a plate area of 42.3 cm² and a plate separation of 1.02 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,36.72,pF,equations_candidate,scalar formula wording
TD178,A parallel plate capacitor has a capacitance of 36.53 pF and is charged to a voltage of 124.5 V. Calculate the charge on the capacitor. Give your answer rounded to two decimal places.,4.55,nC,equations_candidate,scalar formula wording
TD179,A parallel-plate air capacitor has a capacitance of 36.53 pF and is charged at a potential difference of 124.5 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,283.1,nJ,equations_candidate,scalar formula wording
TD180,An air-filled parallel-plate capacitor has a plate area of 18.4 cm² and the distance between the two plates is 0.73 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,22.320,pF,equations_candidate,scalar formula wording
TD181,A parallel-plate capacitor with a capacitance of 22.30 pF is charged to a potential difference of 65.2 V. Calculate the charge stored on the capacitor. Give your answer rounded to two decimal places.,1.45,nC,equations_candidate,scalar formula wording
TD182,An air capacitor has a capacitance of 22.30 pF and is charged to a potential difference of 65.2 V. Calculate the electrical energy stored in the capacitor. Give your answer rounded to two decimal places.,47.47,nJ,equations_candidate,scalar formula wording
TD183,A parallel-plate air capacitor has a plate area of 35.6 cm² and the distance between the plates is 0.91 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,34.64,pF,equations_candidate,scalar formula wording
TD184,A parallel-plate capacitor with a capacitance of 34.75 pF is charged to a voltage of 139.7 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,4.86,nC,equations_candidate,scalar formula wording
TD185,An air capacitor has a capacitance of 34.75 pF and is charged to a voltage of 139.7 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,339.1,nJ,equations_candidate,scalar formula wording
TD186,A parallel-plate air capacitor has a plate area of 49.2 cm² and a plate separation of 1.61 mm. Calculate its capacitance. Give your answer rounded to two decimal places.,27.060,pF,equations_candidate,scalar formula wording
TD187,What is the charge stored on a parallel-plate capacitor with a capacitance of 26.97 pF when it is charged to a potential difference of 110.1 V? Give your answer rounded to two decimal places.,2.97,nC,equations_candidate,scalar formula wording
TD188,A parallel-plate air capacitor has a capacitance of 26.97 pF and is charged to a voltage of 110.1 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to one decimal places.,163.3,nJ,equations_candidate,scalar formula wording
TD189,An air parallel-plate capacitor has a plate area of 31.2 cm² and a plate separation of 0.62 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,44.56,pF,equations_candidate,scalar formula wording
TD190,A flat capacitor with a capacitance of 44.36 pF is charged to a voltage of 95.9 V. Calculate the charge stored by the capacitor. Give your answer rounded to two decimal places.,4.25,nC,equations_candidate,scalar formula wording
TD191,A parallel-plate air capacitor has a capacitance of 44.36 pF and is charged to a potential difference of 95.9 V. Calculate the electric field energy stored in the capacitor. Give your answer rounded to the nearest integer.,204,nJ,equations_candidate,scalar formula wording
TD357,A capacitor with a capacitance of 5 μF is connected to a 10 V voltage source. Calculate the charge on the capacitor.,50,μC,equations_candidate,scalar formula wording
TD358,A capacitor has a charge of 60 μC and a voltage of 12 V. Calculate its capacitance.,5,μF,equations_candidate,scalar formula wording
TD359,A capacitor with a capacitance of 4 μF is charged to a voltage of 6 V. Calculate the electric field energy of the capacitor.,72,μJ,equations_candidate,scalar formula wording
TD360,A capacitor has a capacitance of 2 μF and is charged to a voltage of 10 V. Calculate the electric field energy.,100,μJ,equations_candidate,scalar formula wording
TD361,A capacitor has a charge of 40 μC and a voltage of 8 V. Calculate the energy stored in the capacitor.,160,μJ,equations_candidate,scalar formula wording
TD362,Calculate the capacitance of a capacitor that has 200 μJ of stored energy when the voltage across it is 10 V.,4,μF,equations_candidate,scalar formula wording
TD363,A capacitor has a capacitance of 1 μF. What voltage must be applied to the capacitor for it to have a charge of 10 μC?,10,V,equations_seed_from_old_code,exact old equation example: capacitor_charge_voltage
TD364,A capacitor has a charge of 20 μC and a voltage of 5 V. Calculate the capacitance.,0.100,nC,equations_seed_from_old_code,exact old equation example: capacitor_energy_voltage
TD365,A capacitor with a capacitance of 3 μF is charged to a voltage of 15 V. Calculate the charge on the capacitor.,45,μC,equations_seed_from_old_code,exact old equation example: capacitor_energy_voltage_scaling_constant_capacitance
TD366,A capacitor has a charge of 30 μC and a capacitance of 6 μF. Calculate the voltage between its plates.,5,V,equations_seed_from_old_code,"exact old equation example: quantity_ratio,capacitor_energy_charge_scaling_constant_capacitance"
TD367,"A capacitor has a capacitance of 2 μF, and a voltage U is applied across it. If U is doubled, how many times will the electric field energy increase?",4,lần,equations_seed_from_old_code,"exact old equation example: series,capacitor_charge_voltage"
TD368,A capacitor with a capacitance of 5 μF is charged to a voltage of 20 V and then disconnected from the power source. Calculate the charge on the capacitor after it is disconnected.,100,μC,equations_seed_from_old_code,exact old equation example: capacitor_energy_voltage
TD369,A capacitor with a capacitance of 5 μF is charged to a voltage of 20 V and then disconnected from the power source. Calculate the charge on the capacitor after it is disconnected.,Do not change,nan,equations_seed_from_old_code,exact old equation example: capacitor_energy_voltage
TD370,A capacitor has an energy of 180 μJ when U = 6 V. Calculate the capacitance of the capacitor.,10,μF,equations_candidate,scalar formula wording
TD371,"A capacitor has a constant capacitance. If the voltage increases by 3 times, by what factor will the stored energy increase?",9,times,equations_candidate,scalar formula wording
TD372,A capacitor has an energy of 200 μJ and a capacitance of 2 μF. Calculate the voltage across the capacitor.,14.14,V,equations_candidate,scalar formula wording
TD373,"A capacitor has a voltage of 10 V and a capacitance of 8 μF. If it's replaced by another capacitor with a capacitance of 4 μF, while maintaining the same voltage, what is the reduction in energy?",50%,nan,capacitor_state_candidate,capacitor + state/event wording
TD374,"A capacitor C = 3 μF, is charged at 12 V, then its two plates are short-circuited. Calculate the charge and energy after short-circuiting.",0; 0,μC; μJ,capacitor_state_candidate,capacitor + state/event wording
TD375,A capacitor has a capacitance of 4 μF. What voltage must be applied to it for it to store 1 mJ of energy?,22.36,V,equations_candidate,scalar formula wording
TD376,A capacitor with C = 2 μF is connected to a voltage of 6 V. Calculate the energy and the charge.,36;12,μJ; μC,equations_candidate,scalar formula wording
TD377,"A capacitor has a charge Q = 50 μC and a capacitance C = 5 μF. If it's replaced with another capacitor having a capacitance of 10 μF, but the charge Q is kept constant, how does the voltage change?",the voltage is halfed,nan,review_bad_or_non_numeric_answer,answer not numeric-like
TD378,"A capacitor has C = 4 μF. If the desired stored energy is 0.5 mJ, what is the required voltage?",15.81,V,equations_seed_from_old_code,exact old equation example: capacitor_energy_voltage
TD379,A capacitor has an energy of 0.1 mJ and a voltage of 5 V. Calculate its capacitance.,8,μF,equations_candidate,scalar formula wording
TD380,"A capacitor has a charge of 90 μC and a voltage of 30 V. If the charge decreases to 45 μC, how many times does the energy change?",decreases by 4 times,nan,equations_candidate,scalar formula wording
TD381,"Capacitor C = 5 μF, charged at 10 V. If the capacitor is cut from the source and connected with another uncharged 5 μF capacitor, calculate the energy after connection.",125,μJ,equations_candidate,scalar formula wording
TD382,"A parallel plate capacitor has a plate area S = 200 cm², a distance between plates d = 2 mm, and is placed in air. Calculate its capacitance.",88.500,pF,equations_candidate,scalar formula wording
TD383,"An air parallel-plate capacitor has a capacitance of 10 pF. If the distance between its two plates is halved, what is the new capacitance?",20,pF,equations_candidate,scalar formula wording
TD384,"A parallel-plate capacitor has a plate area S = 100 cm² and a plate separation d = 1 mm, placed in a medium with a dielectric constant ε = 5. Calculate the capacitance.",442.7,pF,equations_candidate,scalar formula wording
TD385,"A parallel-plate capacitor with a capacitance of 100 pF is charged to 200 V. The power source is then disconnected, and the distance between its plates is doubled. Calculate the electrical energy stored in the capacitor after this change.",4.000,μJ,capacitor_state_candidate,capacitor + state/event wording
TD386,"A parallel-plate capacitor is placed in a dielectric (ε = 4), with plate area S = 300 cm² and separation d = 1 mm. If the dielectric is replaced with one where ε = 2, how does the capacitance change?",decreases by half,nan,review_bad_or_non_numeric_answer,answer not numeric-like
TD387,"A capacitor C = 5 μF is charged to 20 V. It is then connected in series with an uncharged capacitor C'. The entire circuit has a total voltage of 20 V. If the final charge on C is 30 μC, find C'.",2.140,μF,capacitor_state_candidate,capacitor + state/event wording
TD388,"A 2 μF capacitor is charged to 12 V, then disconnected, and its charge is equally shared among two identical capacitors. Calculate the total remaining energy after sharing.",72,μJ,capacitor_state_candidate,capacitor + state/event wording
